,article_title,article_volume,article_issue,article_date,article_citations,article_attention,article_tweets,article_views
0,Relativistic jet activity from the tidal disruption of a star by a massive black hole,476,7361,2011-08-24,7,8,49,0
0,Different substrate dependent transition states in the active site of the ribosome,476,7360,2011-07-31,5,4,5,0
0,Functional genomics reveal that the serine synthesis pathway is essential in breast cancer,476,7360,2011-08-18,5,4,24,0
0,Integrative genomics identifies MCU as an essential component of the mitochondrial calcium uniporter,476,7360,2011-06-19,8,6,3,0
0,A forty kilodalton protein of the inner membrane is the mitochondrial calcium uniporter,476,7360,2011-06-19,6,8,2,0
0,14 3 3 proteins act as intracellular receptors for rice Hd3a florigen,476,7360,2011-07-31,9,7,60,0
0,Collaboration encourages equal sharing in children but not in chimpanzees,476,7360,2011-07-20,8,8,59,0
0,Using the Acropora digitifera genome to understand coral responses to environmental change,476,7360,2011-07-24,9,6,43,0
0,An ancient recipe for flood basalt genesis,476,7360,2011-07-27,5,2,7,0
0,Suppression of the coffee ring effect by shape dependent capillary interactions,476,7360,2011-08-17,4,9,21,0
0,Crystal structure of the human centromeric nucleosome containing CENP A,476,7359,2011-07-10,6,5,16,0
0,MicroRNA mediated conversion of human fibroblasts to neurons,476,7359,2011-07-13,7,5,62,0
0,Fossil jawless fish from China foreshadows early jawed vertebrate anatomy,476,7360,2011-08-17,5,8,13,0
0,Central powering of the largest Lyman  agr  nebula is revealed by polarized radiation,476,7360,2011-08-17,9,4,3,0
0,Southern Ocean dust climate coupling over the past four million years,476,7360,2011-08-03,8,3,5,0
0,Direct generation of functional dopaminergic neurons from mouse and human fibroblasts,476,7359,2011-07-03,7,6,37,0
0,Induction of human neuronal cells by defined transcription factors,476,7359,2011-05-26,9,6,28,0
0,Genetic risk and a primary role for cell mediated immune mechanisms in multiple sclerosis,476,7359,2011-08-10,6,9,31,0
0,Neuronal basis of age related working memory decline,476,7359,2011-07-27,9,7,46,0
0,Initial radiation of jaws demonstrated stability despite faunal and environmental change,476,7359,2011-07-06,7,7,6,0
0,Recent decreases in fossil fuel emissions of ethane and methane derived from firn air,476,7359,2011-08-10,7,3,9,0
0,Reduced methane growth rate explained by decreased Northern Hemisphere microbial sources,476,7359,2011-08-10,8,8,10,0
0,Perpendicular switching of a single ferromagnetic layer induced by in plane current injection,476,7359,2011-07-31,8,4,3,0
0,C4 grasses prosper as carbon dioxide eliminates desiccation in warmed semi arid grassland,476,7359,2011-08-03,8,4,25,0
0,Quantum gates and memory using microwave dressed states,476,7359,2011-08-10,8,3,2,0
0,Microwave quantum logic gates for trapped ions,476,7359,2011-08-10,2,7,4,0
0,The structure and catalytic mechanism of a poly ADP ribose  glycohydrolase,477,7366,2011-09-04,9,9,1,0
0,ATP induced helicase slippage reveals highly coordinated subunits,478,7367,2011-09-18,8,2,1,0
0,Pathogenic exon trapping by SVA retrotransposon and rescue in Fukuyama muscular dystrophy,478,7367,2011-10-05,6,9,25,0
0,Peripheral SMN restoration is essential for long term rescue of a severe spinal muscular atrophy mouse model,478,7367,2011-10-05,7,3,3,0
0,Structure of human mitochondrial RNA polymerase,478,7368,2011-09-25,8,8,12,0
0,S nitrosylation of NADPH oxidase regulates cell death in plant immunity,478,7368,2011-10-02,9,2,10,0
0,Mechanical strain in actin networks regulates FilGAP and integrin binding to filamin A,478,7368,2011-09-18,4,2,3,0
0,A reserve stem cell population in small intestine renders Lgr5 positive cells dispensable,478,7368,2011-09-18,9,4,4,0
0,Evolution of a new enzyme for carbon disulphide conversion by an acidothermophilic archaeon,478,7369,2011-10-19,8,7,3,0
0,Saccharomyces cerevisiae THI4p is a suicide thiamine thiazole synthase,478,7370,2011-10-26,5,5,11,0
0,Structural basis for the bifunctionality of fructose 1 6 bisphosphate aldolase phosphatase,478,7370,2011-10-09,8,7,25,0
0,Active site remodelling in the bifunctional fructose 1 6 bisphosphate aldolase phosphatase,478,7370,2011-10-09,6,3,2,0
0,Inhibition of BET recruitment to chromatin as an effective treatment for MLL fusion leukaemia,478,7370,2011-10-02,6,8,9,0
0,RNAi promotes heterochromatic silencing through replication coupled release of RNA Pol II,479,7371,2011-10-16,9,2,18,0
0,Derivation of haploid embryonic stem cells from mouse embryos,479,7371,2011-09-07,7,4,11,0
0,Structural basis for a  lsqb 4Fe 3S rsqb  cluster in the oxygen tolerant membrane bound  lsqb NiFe rsqb  hydrogenase,479,7372,2011-10-16,5,7,17,0
0,The crystal structure of an oxygen tolerant hydrogenase uncovers a novel iron sulphur centre,479,7372,2011-10-16,7,2,9,0
0,Rad51 paralogues Rad55 Rad57 balance the antirecombinase Srs2 in Rad51 filament formation,479,7372,2011-10-23,7,3,2,0
0,Bidirectional resection of DNA double strand breaks by Mre11 and Exo1,479,7372,2011-10-16,5,1,2,0
0,ATM controls meiotic double strand break formation,479,7372,2011-10-16,8,3,2,0
0,Clearance of p16Ink4a positive senescent cells delays ageing associated disorders,479,7372,2011-11-02,7,8,89,0
0,Active tactile exploration using a brain machine brain interface,479,7372,2011-10-05,9,5,84,0
0,Genome sequencing reveals insights into physiology and longevity of the naked mole rat,479,7372,2011-10-12,7,7,83,0
0,Stepwise evolution of stable sociality in primates,479,7372,2011-11-09,9,9,39,0
0,An impact driven dynamo for the early Moon,479,7372,2011-11-09,9,9,6,0
0,A long lived lunar dynamo driven by continuous mechanical stirring,479,7372,2011-11-09,7,6,7,0
0,Electrically driven directional motion of a four wheeled molecule on a metal surface,479,7372,2011-11-09,9,4,92,0
0,Two types of luminescence blinking revealed by spectroelectrochemistry of single quantum dots,479,7372,2011-11-09,6,2,4,0
0,Infrared diffuse interstellar bands in the Galactic Centre region,479,7372,2011-11-02,9,4,3,0
0,Molecular mechanism of anaerobic ammonium oxidation,479,7371,2011-10-02,7,5,14,0
0,Macrophage skewing by Phd2 haplodeficiency prevents ischaemia by inducing arteriogenesis,479,7371,2011-10-09,7,7,7,0
0,Non canonical inflammasome activation targets caspase 11,479,7371,2011-10-16,9,3,3,0
0,Verbal and non verbal intelligence changes in the teenage brain,479,7371,2011-10-19,8,7,164,0
0,Feedback from rhodopsin controls rhodopsin exclusion in Drosophila photoreceptors,479,7371,2011-10-09,9,3,2,0
0,Grid cells without theta oscillations in the entorhinal cortex of bats,479,7371,2011-11-02,9,9,17,0
0,Highly specialized mammalian skulls from the Late Cretaceous of South America,479,7371,2011-11-02,9,8,14,0
0,Arabian Sea tropical cyclones intensified by emissions of black carbon and other aerosols,479,7371,2011-11-02,7,9,14,0
0,Synthesis of macrocyclic natural products by catalyst controlled stereoselective ring closing metathesis,479,7371,2011-11-02,1,4,10,0
0,Mixed aromatic aliphatic organic nanoparticles as carriers of unidentified infrared emission features,479,7371,2011-10-26,4,7,46,0
0,RNAi screen identifies Brd4 as a therapeutic target in acute myeloid leukaemia,478,7370,2011-08-03,6,6,10,0
0,Temporal dynamics and genetic control of transcription in the human prefrontal cortex,478,7370,2011-10-26,9,7,15,0
0,STING is a direct innate immune sensor of cyclic di GMP,478,7370,2011-09-25,9,1,8,0
0,A natural polymorphism alters odour and DEET sensitivity in an insect odorant receptor,478,7370,2011-09-21,7,5,11,0
0,A draft genome of Yersinia pestis from victims of the Black Death,478,7370,2011-10-12,4,5,150,0
0,Structure and reactivity of a mononuclear non haem iron III  peroxo complex,478,7370,2011-10-26,9,2,2,0
0,Laser cooling and real time measurement of the nuclear spin environment of a solid state qubit,478,7370,2011-10-26,5,7,0,0
0,A Pluto like radius and a high albedo for the dwarf planet Eris from an occultation,478,7370,2011-10-26,5,4,23,0
0,Kelvin Helmholtz instabilities as the source of inhomogeneous mixing in nova explosions,478,7370,2011-10-19,9,4,7,0
0,Crystal structure of a bacterial homologue of the bile acid sodium symporter ASBT,478,7369,2011-10-05,9,3,16,0
0,Inhibition of miR 33a b in non human primates raises plasma HDL and lowers VLDL triglycerides,478,7369,2011-10-19,5,1,10,0
0,A vascular niche and a VEGF Nrp1 loop regulate the initiation and stemness of skin tumours,478,7369,2011-10-19,9,2,13,0
0,Metabolic priming by a secreted fungal effector,478,7369,2011-10-05,6,3,3,0
0,Targeted gene correction of  agr 1 antitrypsin deficiency in induced pluripotent stem cells,478,7369,2011-10-12,9,9,39,0
0,Primary motor cortex underlies multi joint integration for fast feedback control,478,7369,2011-09-28,5,4,19,0
0,Corridors of migrating neurons in the human brain and their decline during infancy,478,7369,2011-09-28,9,5,11,0
0,Primary forests are irreplaceable for sustaining tropical biodiversity,478,7369,2011-09-14,7,9,63,0
0,The role of dyking and fault control in the rapid onset of eruption at Chaiten volcano  Chile,478,7369,2011-10-19,7,1,1,0
0,Aerobic bacterial pyrite oxidation and acid rock drainage during the Great Oxidation Event,478,7369,2011-10-19,8,3,4,0
0,Biomimetic self templating supramolecular structures,478,7369,2011-10-19,6,5,13,0
0,Efficient quantum computing using coherent photon conversion,478,7369,2011-10-12,9,9,5,0
0,A mass transfer origin for blue stragglers in NGC 188 as revealed by half solar mass companions,478,7369,2011-10-19,3,5,5,0
0,Peripheral education of the immune system by colonic commensal microbiota,478,7368,2011-09-21,6,4,23,0
0,Theta paced flickering between place cell maps in the hippocampus,478,7368,2011-09-28,9,5,19,0
0,An olfactory receptor for food derived odours promotes male courtship in Drosophila,478,7368,2011-09-28,9,5,13,0
0,Molecular organization of vomeronasal chemoreception,478,7368,2011-09-21,9,2,7,0
0,Strong contributors to network persistence are the most vulnerable to extinction,478,7368,2011-09-14,9,8,80,0
0,Atmospheric oxygenation caused by a change in volcanic degassing pressure,478,7368,2011-10-12,8,5,6,0
0,Self replication of information bearing nanoscale patterns,478,7368,2011-10-12,6,8,18,0
0,Coherent coupling of a superconducting flux qubit to an electron spin ensemble in diamond,478,7368,2011-10-12,9,4,17,0
0,Ocean like water in the Jupiter family comet 103P Hartley 2,478,7368,2011-10-05,8,4,32,0
0,Low Mach number turbulence in interstellar gas revealed by radio polarization gradients,478,7368,2011-10-05,6,4,8,0
0,Control of flowering and storage organ formation in potato by FLOWERING LOCUS T,478,7367,2011-09-25,7,2,30,0
0,Endonuclease G is a novel determinant of cardiac hypertrophy and mitochondrial function,478,7367,2011-10-05,6,1,3,0
0,Dynamics of human adipose lipid turnover in health and metabolic disease,478,7367,2011-09-25,9,6,21,0
0,Genetic variants in novel pathways influence blood pressure and cardiovascular disease risk,478,7367,2011-09-11,7,6,51,0
0,Mirror extreme BMI phenotypes associated with gene dosage at the chromosome 16p11 2 locus,478,7367,2011-08-31,8,8,43,0
0,A carbon isotope challenge to the snowball Earth,478,7367,2011-10-05,8,8,10,0
0,Laser cooling of a nanomechanical oscillator into its quantum ground state,478,7367,2011-10-05,9,7,8,0
0,Resonances arising from hydrodynamic memory in Brownian motion,478,7367,2011-10-05,8,1,11,0
0,Conformational changes in the G protein Gs induced by the  bgr 2 adrenergic receptor,477,7366,2011-09-28,8,4,5,0
0,The role of Tet3 DNA dioxygenase in epigenetic reprogramming by oocytes,477,7366,2011-09-04,7,7,9,0
0,SUMO1 dependent modulation of SERCA2a in heart failure,477,7366,2011-09-07,7,9,11,0
0,Detectable radio flares following gravitational waves from mergers of binary neutron stars,478,7367,2011-09-28,9,4,7,0
0,The NLRC4 inflammasome receptors for bacterial flagellin and type III secretion apparatus,477,7366,2011-09-14,8,4,3,0
0,Innate immune recognition of bacterial ligands by NAIPs determines inflammasome specificity,477,7366,2011-08-28,5,6,2,0
0,The genome of the green anole lizard and a comparative analysis with birds and mammals,477,7366,2011-08-31,7,8,19,0
0,Transcriptomic analysis of avian digits reveals conserved and derived digit identities in birds,477,7366,2011-09-04,5,7,19,0
0,Interannual variability in the oxygen isotopes of atmospheric CO2 driven by El Nino,477,7366,2011-09-28,7,9,4,0
0,High fidelity projective read out of a solid state spin quantum register,477,7366,2011-09-21,6,4,4,0
0,The excitation of solar like oscillations in a  dgr  thinsp Sct star by efficient envelope convection,477,7366,2011-09-14,9,2,2,0
0,Gravitational redshift of galaxies in clusters as predicted by general relativity,477,7366,2011-09-28,4,7,17,0
0,Structures of the RNA guided surveillance complex from a bacterial immune system,477,7365,2011-09-21,8,2,7,0
0,Structural basis of PIP2 activation of the classical inward rectifier K  channel Kir2 2,477,7365,2011-08-28,7,8,6,0
0,Absence of effects of Sir2 overexpression on lifespan in C  elegans and Drosophila,477,7365,2011-09-21,4,8,34,0
0,Antidiabetic actions of a non agonist PPAR ggr  ligand blocking Cdk5 mediated phosphorylation,477,7365,2011-09-04,7,6,8,0
0,Synthetic chromosome arms function in yeast and generate phenotypic diversity by design,477,7365,2011-09-14,9,2,37,0
0,Broad neutralization coverage of HIV by multiple highly potent antibodies,477,7365,2011-08-17,9,5,30,0
0,Evidence for several waves of global transmission in the seventh cholera pandemic,477,7365,2011-08-24,5,9,25,0
0,Polyamine sensing by nascent ornithine decarboxylase antizyme stimulates decoding of its mRNA,477,7365,2011-09-07,7,9,3,0
0,Phylogenomics reveals deep molluscan relationships,477,7365,2011-09-04,8,5,20,0
0,Antibiotic resistance is ancient,477,7365,2011-08-31,9,7,324,0
0,Widespread iron rich conditions in the mid Proterozoic ocean,477,7365,2011-09-07,6,3,5,0
0,Bioinspired self repairing slippery surfaces with pressure stable omniphobicity,477,7365,2011-09-21,6,6,30,0
0,On demand single electron transfer between distant quantum dots,477,7365,2011-09-21,9,7,8,0
0,Electrons surfing on a sound wave as a platform for quantum optics with flying electrons,477,7365,2011-09-21,9,8,21,0
0,A close nuclear black hole pair in the spiral galaxy NGC thinsp 3393,477,7365,2011-08-31,8,4,8,0
0,Temperature scan cryocrystallography reveals reaction intermediates in bacteriophytochrome,479,7373,2011-10-16,9,1,4,0
0,Structural basis of RNA recognition and activation by innate immune receptor RIG I,479,7373,2011-09-25,9,3,5,0
0,Membrane protein sequestering by ionic protein lipid interactions,479,7374,2011-10-23,8,9,5,0
0,Cascades of multisite phosphorylation control Sic1 destruction at the onset of S phase,480,7375,2011-10-12,8,2,5,0
0,Control of Drosophila endocycles by E2F and CRL4CDT2,480,7375,2011-10-30,9,6,11,0
0,Aspartate thinsp 112 is the selectivity filter of the human voltage gated proton channel,480,7376,2011-10-23,7,7,6,0
0,Intermediates in the transformation of phosphonates to phosphate by bacteria,480,7378,2011-11-16,8,4,3,0
0,Structure of full length Drosophila cryptochrome,480,7377,2011-11-13,5,7,15,0
0,Structure of a methyl coenzyme M reductase from Black Sea mats that oxidize methane anaerobically,481,7379,2011-11-27,9,6,13,8893
0,An unanticipated architecture of the 750 kDa  agr 6 bgr 6 holoenzyme of 3 methylcrotonyl CoA carboxylase,481,7380,2011-12-11,6,1,1,5172
0,Natural killer cells act as rheostats modulating antiviral T cells,481,7381,2011-11-20,2,6,8,20024
0,Structures of cytochrome P450 17A1 with prostate cancer drugs abiraterone and TOK 001,482,7383,2012-01-22,8,3,4,17155
0,Cysteinyl leukotriene type I receptor desensitization sustains Ca2  dependent gene expression,482,7383,2012-01-09,8,0,0,7417
0,Functional dissection of lysine deacetylases reveals that HDAC1 and p300 regulate AMPK,482,7384,2012-02-08,7,4,18,40653
0,Single molecule imaging of DNA pairing by RecA reveals a three dimensional homology             search,482,7385,2012-02-08,9,4,13,24726
0,Structure of the carboxy terminal region of a KCNH channel,481,7382,2012-01-09,7,2,1,9766
0,Brassinosteroid regulates stomatal development by GSK3 mediated inhibition of a MAPK pathway,482,7385,2012-02-05,7,2,17,24466
