,article_title,article_volume,article_issue,article_date,article_citations,article_attention,article_tweets,article_views
0,Network analysis guided synthesis of weisaconitine D and liljestrandinine,528,7583,2015-12-16,8,6,71,11559
0,Functional overlap of the Arabidopsis leaf and root microbiota,528,7582,2015-12-02,5,3,115,21821
0,Acute off target effects of neural circuit manipulations,528,7582,2015-12-09,9,2,113,28747
0,Growth and splitting of neural sequences in songbird vocal development,528,7582,2015-11-30,9,5,50,12963
0,Immune homeostasis enforced by co localized effector and regulatory T cells,528,7581,2015-11-25,2,4,60,70423
0,The histone chaperone CAF 1 safeguards somatic cell identity,528,7581,2015-12-09,6,6,58,34747
0,Signal integration by Ca2  regulates intestinal stem cell activity,528,7581,2015-12-02,4,4,22,20459
0,Undecidability of the spectral gap,528,7581,2015-12-09,9,8,270,21419
0,Brain tumour cells interconnect to a functional and resistant network,528,7580,2015-11-04,8,8,88,83072
0,Thermal biases and vulnerability to warming in the world s marine fauna,528,7580,2015-11-11,8,3,99,8545
0,Measuring entanglement entropy in a quantum many body system,528,7580,2015-12-02,7,7,22,10171
0,Projections from neocortex mediate top down control of memory retrieval,526,7575,2015-10-05,6,6,180,55669
0,Epithelial to mesenchymal transition is not required for lung metastasis but contributes to chemoresistance,527,7579,2015-11-11,9,6,69,116535
0,A perisinusoidal niche for extramedullary haematopoiesis in the spleen,527,7579,2015-11-16,8,6,43,26660
0,Hemichordate genomes and deuterostome origins,527,7579,2015-11-18,8,5,103,21594
0,Novel antibody antibiotic conjugate eliminates intracellular S  aureus,527,7578,2015-11-04,9,5,212,32218
0,Dpp spreading is required for medial but not for lateral wing disc growth,527,7578,2015-11-09,5,8,31,10628
0,Basomedial amygdala mediates top down control of anxiety and fear,527,7577,2015-11-04,7,6,63,25329
0,Australia is  free to choose  economic growth and falling environmental pressures,527,7576,2015-11-04,6,3,173,16684
0,Combinatorial gene regulation by modulation of relative pulse timing,527,7576,2015-10-14,7,5,43,13610
0,Codon influence on protein expression in E  coli correlates with mRNA levels,529,7586,2016-01-13,8,5,85,23697
0,Dual RNA seq unveils noncoding RNA functions in host pathogen interactions,529,7587,2016-01-20,5,9,173,73977
0,High fidelity CRISPR Cas9 nucleases with no detectable genome wide off target effects,529,7587,2016-01-06,7,4,281,124391
0,Naturally occurring p16Ink4a positive cells shorten healthy lifespan,530,7589,2016-02-03,8,8,242,109852
0,Active medulloblastoma enhancers reveal subgroup specific cellular origins,530,7588,2016-01-27,7,6,44,22087
0,Structural basis for activity regulation of MLL family methyltransferases,530,7591,2016-02-17,2,4,29,23136
0,Structural basis of outer membrane protein insertion by the BAM complex,531,7592,2016-02-22,6,8,48,21870
0,Structure of the voltage gated two pore channel TPC1 from Arabidopsis thaliana,531,7593,2015-12-21,2,9,42,14995
0,Crystal structures of the M1 and M4 muscarinic acetylcholine receptors,531,7594,2016-03-09,5,6,77,19751
0,Deletions linked to TP53 loss drive cancer through p53 independent mechanisms,531,7595,2016-03-16,7,6,67,16539
0,Lytic to temperate switching of viral communities,531,7595,2016-03-16,6,4,100,7301
0,Direct synthesis of Z alkenyl halides through catalytic cross metathesis,531,7595,2016-03-23,8,9,8,13131
0,Observing cellulose biosynthesis and membrane translocation in crystallo,531,7594,2016-03-09,6,6,44,10598
0,Cryo EM structure of the yeast U4 U6 U5 tri snRNP at 3 7   resolution,530,7590,2016-02-01,8,4,51,23376
0,Cullin RING ubiquitin E3 ligase regulation by the COP9 signalosome,531,7596,2016-03-30,4,8,34,17940
0,Contribution of Antarctica to past and future sea level rise,531,7596,2016-03-30,5,8,396,46518
0,Structure of promoter bound TFIID and model of human pre initiation complex assembly,531,7596,2016-03-23,5,7,51,14791
0,Lens regeneration using endogenous stem cells with gain of visual function,531,7594,2016-03-09,9,9,222,30283
0,Interface dynamics and crystal phase switching in GaAs nanowires,531,7594,2016-03-16,2,4,22,7468
0,Failure of RQC machinery causes protein aggregation and proteotoxic stress,531,7593,2016-02-29,9,3,43,9669
0,A hippocampal network for spatial coding during immobility and sleep,531,7593,2016-03-02,3,8,128,17912
0,Priming and polymerization of a bacterial contractile tail structure,531,7592,2016-02-24,8,5,64,6493
0,High fat diet enhances stemness and tumorigenicity of intestinal progenitors,531,7592,2016-03-02,5,9,187,68177
0,Genomic analyses identify molecular subtypes of pancreatic cancer,531,7592,2016-02-24,8,8,403,127212
0,The dynamic N1 methyladenosine methylome in eukaryotic messenger RNA,530,7591,2016-02-10,7,6,66,36656
0,Expanding antigen specific regulatory networks to treat autoimmunity,530,7591,2016-02-17,9,8,99,73577
0,Ancient gene flow from early modern humans into Eastern Neanderthals,530,7591,2016-02-17,3,7,309,27600
0,The peptidergic control circuit for sighing,530,7590,2016-02-08,9,8,185,15272
0,Schizophrenia risk from complex variation of complement component 4,530,7589,2016-01-27,7,5,614,137830
0,Persistent HIV 1 replication maintains the tissue reservoir during therapy,530,7588,2016-01-27,6,9,104,14383
0,Re engineering the zinc fingers of PRDM9 reverses hybrid sterility in mice,530,7589,2016-02-03,4,8,80,11436
0,Structural disorder of monomeric   synuclein persists in mammalian cells,530,7588,2016-01-25,9,9,42,28320
0,Mastering the game of Go with deep neural networks and tree search,529,7587,2016-01-27,7,6,2036,210447
0,Divergent clonal selection dominates medulloblastoma at recurrence,529,7586,2016-01-13,8,8,87,17501
0,The functional diversity of retinal ganglion cells in the mouse,529,7586,2016-01-06,9,4,90,34581
0,Candidalysin is a fungal peptide toxin critical for mucosal infection,532,7597,2016-03-30,6,7,106,20576
0,Thalamic reticular impairment underlies attention deficit in Ptchd1Y   mice,532,7597,2016-03-23,7,6,143,18301
0,Modulation of tissue repair by regeneration enhancer elements,532,7598,2016-04-06,9,2,87,41589
0,Astrocyte scar formation aids central nervous system axon regeneration,532,7598,2016-03-30,8,7,114,92217
0,X ray structures and mechanism of the human serotonin transporter,532,7599,2016-04-06,2,9,167,31995
0,Plankton networks driving carbon export in the oligotrophic ocean,532,7600,2016-02-10,5,3,104,41352
0,Continuous evolution of Bacillus thuringiensis toxins overcomes insect resistance,533,7601,2016-04-27,4,7,134,49136
0,Near atomic resolution visualization of human transcription promoter opening,533,7603,2016-05-11,7,4,92,32621
0,Interconnected microbiomes and resistomes in low income human habitats,533,7602,2016-05-11,4,6,129,11287
0,Synchronized mitochondrial and cytosolic translation programs,533,7604,2016-05-11,9,7,85,14854
0,Structure of spinach photosystem II LHCII supercomplex at 3 2   resolution,534,7605,2016-05-18,7,8,65,33272
0,TRPV1 structures in nanodiscs reveal mechanisms of ligand and lipid action,534,7607,2016-05-18,8,6,73,44933
0,Acetate mediates a microbiome brain   cell axis to promote metabolic syndrome,534,7606,2016-06-08,3,5,402,34532
0,The landscape of accessible chromatin in mammalian preimplantation embryos,534,7609,2016-06-15,1,6,43,24676
0,Crystal structure of the epithelial calcium channel TRPV6,534,7608,2016-06-13,7,3,87,26972
0,A novel cereblon modulator recruits GSPT1 to the CRL4CRBN ubiquitin ligase,535,7611,2016-06-22,4,5,195,13544
0,Pore forming activity and structural autoinhibition of the gasdermin family,535,7610,2016-06-08,2,5,24,16677
0,Multiple mechanisms disrupt the let 7 microRNA family in neuroblastoma,535,7611,2016-07-06,7,3,55,12042
0,Phenological sensitivity to climate across taxa and trophic levels,535,7611,2016-06-29,9,8,247,12072
0,Species specific wiring for direction selectivity in the mammalian retina,535,7610,2016-06-22,7,9,107,11188
0,A combinatorial strategy for treating KRAS mutant lung cancer,534,7609,2016-06-22,1,4,54,80887
0,The Asian monsoon over the past 640 000 years and ice age terminations,534,7609,2016-06-29,7,8,79,13848
0,Defining the consequences of genetic variation on a proteome wide scale,534,7608,2016-06-15,3,4,130,17314
0,Selective spider toxins reveal a role for the Nav1 1 channel in mechanical pain,534,7608,2016-06-06,7,7,113,14460
0,Dual targeting of p53 and c MYC selectively eliminates leukaemic stem cells,534,7607,2016-06-08,8,9,54,41168
0,Stem cell function and stress response are controlled by protein synthesis,534,7607,2016-06-15,8,7,83,26407
0,Midbrain circuits for defensive behaviour,534,7606,2016-06-01,7,7,85,29532
0,The genetic history of Ice Age Europe,534,7606,2016-05-02,3,8,357,33570
0,Activation of NMDA receptors and the mechanism of inhibition by ifenprodil,534,7605,2016-05-02,8,8,39,15041
0,Proteogenomics connects somatic mutations to signalling in breast cancer,534,7605,2016-05-25,4,9,155,64028
0,Landscape of somatic mutations in 560 breast cancer whole genome sequences,534,7605,2016-05-02,8,9,325,77669
0,Carcinoma astrocyte gap junctions promote brain metastasis by cGAMP transfer,533,7604,2016-05-18,5,9,84,24343
0,Tracing haematopoietic stem cell formation at single cell resolution,533,7604,2016-05-18,3,4,43,57460
0,NMDAR inhibition independent antidepressant actions of ketamine metabolites,533,7604,2016-05-04,7,5,233,32490
0,Transcription initiation complex structures elucidate DNA opening,533,7603,2016-05-11,5,4,56,15293
0,Structure of the T4 baseplate and its function in triggering sheath contraction,533,7603,2016-05-18,1,6,112,12184
0,Sex specific pruning of neuronal synapses in Caenorhabditis elegans,533,7602,2016-05-04,2,7,53,8018
0,The Atlantic salmon genome provides insights into rediploidization,533,7602,2016-04-18,9,6,219,22333
0,Principles underlying sensory map topography in primary visual cortex,533,7601,2016-04-27,6,9,98,10092
0,Direct detection of the 229Th nuclear clock transition,533,7601,2016-05-04,4,6,55,5298
0,Robust neuronal dynamics in premotor cortex during motor planning,532,7600,2016-04-13,7,9,89,25104
0,Natural speech reveals the semantic maps that tile human cerebral cortex,532,7600,2016-04-27,6,9,1159,163825
0,Distinct bone marrow blood vessels differentially regulate haematopoiesis,532,7599,2016-04-13,4,4,42,30781
0,DNA methylation on N6 adenine in mammalian embryonic stem cells,532,7599,2016-03-30,9,8,180,19596
0,Hourglass fermions,532,7598,2016-04-13,6,2,20,5672
0,Replication fork stability confers chemoresistance in BRCA deficient cells,535,7612,2016-07-20,2,7,85,15231
0,Human gut microbes impact host serum metabolome and insulin sensitivity,535,7612,2016-07-13,9,9,597,23807
0,Structural basis of Smoothened regulation by its extracellular domains,535,7613,2016-07-20,6,6,52,17094
0,The mechanism of force transmission at bacterial focal adhesion complexes,539,7630,2016-10-05,1,5,47,10588
0,The pathway to GTPase activation of elongation factor SelB on the ribosome,540,7631,2016-11-14,1,4,35,12950
0,Correcting mitochondrial fusion by manipulating mitofusin conformations,540,7631,2016-10-24,1,8,8,17728
0,Thermophilic archaea activate butane via alkyl coenzyme M formation,539,7629,2016-10-17,1,6,61,4356
0,m6A modulates neuronal functions and sex determination in Drosophila,540,7632,2016-11-30,0,9,23,8478
0,Gamma frequency entrainment attenuates amyloid load and modifies microglia,540,7632,2016-12-07,2,8,604,106625
0,The genomic basis of circadian and circalunar timing adaptations in a midge,540,7631,2016-11-21,1,6,182,8553
0,Bacteria establish an aqueous living space in plants crucial for virulence,539,7630,2016-11-23,3,9,152,14606
0,Developmental mechanisms of stripe patterns in rodents,539,7630,2016-11-02,1,8,306,19349
0,LKB1 loss links serine metabolism to DNA methylation and tumorigenesis,539,7629,2016-10-31,6,7,49,54794
0,CRISPR Cas9   globin gene targeting in human haematopoietic stem cells,539,7629,2016-11-07,1,5,367,23192
0,S 2 hydroxyglutarate regulates CD8  T lymphocyte fate,540,7632,2016-10-26,2,6,27,10560
0,Forward genetics analysis of sleep in randomly mutagenized mice,539,7629,2016-11-02,1,7,313,39747
0,Human commensals producing a novel antibiotic impair pathogen colonization,535,7613,2016-07-27,3,5,906,45377
0,A platform for the discovery of new macrolide antibiotics,533,7603,2016-05-18,5,7,168,31969
0,Rapid signalling in distinct dopaminergic axons during locomotion and reward,535,7613,2016-07-11,9,3,154,15220
0,Probing cellular protein complexes using single molecule pull down,473,7348,2011-05-25,9,5,0,0
0,A comprehensive transcriptional map of primate brain development,535,7612,2016-07-13,8,4,413,35792
0,The seahorse genome and the evolution of its specialized morphology,540,7633,2016-12-14,0,9,599,134687
0,Electric field stimulated protein mechanics,540,7633,2016-12-07,0,9,214,13336
0,Redefining the invertebrate RNA virosphere,540,7634,2016-11-23,4,5,680,14079
0,Early dissemination seeds metastasis in breast cancer,540,7634,2016-12-14,1,8,308,53469
0,Targeting metastasis initiating cells through the fatty acid receptor CD36,541,7635,2016-12-07,2,8,648,182632
0,Structural basis for gating the high conductance Ca2  activated K  channel,541,7635,2016-12-14,3,9,54,13422
0,Wnt   catenin promotes gastric fundus specification in mice and humans,541,7636,2017-01-04,3,6,69,19743
0,Reversible methylation of m6Am in the 5  cap controls mRNA stability,541,7637,2016-12-21,0,1,87,13309
0,Structure of a CLC chloride ion channel by cryo electron microscopy,541,7638,2016-12-21,0,3,18,9778
0,Structure of a eukaryotic cyclic nucleotide gated channel,542,7639,2017-01-18,2,7,152,19412
0,An Argonaute phosphorylation cycle promotes microRNA mediated silencing,542,7640,2017-01-23,1,3,171,11290
0,Cryo EM structure of a human spliceosome activated for step 2 of splicing,542,7641,2017-01-11,1,3,35,7104
0,Adipose derived circulating miRNAs regulate gene expression in other tissues,542,7642,2017-02-15,0,3,258,17191
0,Elucidation of the biosynthesis of the methane catalyst coenzyme F430,543,7643,2017-02-22,1,7,83,2745
0,Intragenic DNA methylation prevents spurious transcription initiation,543,7643,2017-02-22,0,6,186,17648
0,Whole genome landscape of pancreatic neuroendocrine tumours,543,7643,2017-02-15,0,8,322,15730
0,Persistent microbiome alterations modulate the rate of post dieting weight regain,540,7634,2016-11-24,2,7,404,43393
0,Evidence for early life in Earth s oldest hydrothermal vent precipitates,543,7643,2017-03-01,0,8,813,22131
0,Inhibition decorrelates visual feature representations in the inner retina,542,7642,2017-02-08,0,1,98,5067
0,Prevalence and architecture of de novo mutations in developmental disorders,542,7642,2017-01-25,0,7,399,10560
0,Identity and dynamics of mammary stem cells during branching morphogenesis,542,7641,2017-01-30,0,8,33,10189
0,Interspecies organogenesis generates autologous functional islets,542,7640,2017-01-25,1,5,346,24419
0,Rare and low frequency coding variants alter human adult height,542,7640,2017-02-01,2,4,570,15677
0,Force interacts with macromolecular structure in activation of TGF  ,542,7639,2017-01-25,2,5,86,13707
0,The role of fatty acid   oxidation in lymphangiogenesis,542,7639,2016-12-26,1,8,97,17206
0,IL 17 is a neuromodulator of Caenorhabditis elegans sensory responses,542,7639,2017-01-18,1,6,55,7202
0,Communication between viruses guides lysis lysogeny decisions,541,7638,2017-01-18,3,8,482,18422
0,A simple rule to determine which insolation cycles lead to interglacials,542,7642,2017-02-22,1,3,136,4085
0,Neurotoxic reactive astrocytes are induced by activated microglia,541,7638,2017-01-18,2,3,160,66278
0,Translation from unconventional 5  start sites drives tumour initiation,541,7638,2017-01-11,1,9,179,12761
0,Genomic hallmarks of localized  non indolent prostate cancer,541,7637,2017-01-09,1,7,303,18650
0,Asgard archaea illuminate the origin of eukaryotic cellular complexity,541,7637,2017-01-11,1,8,957,36198
0,The genome of Chenopodium quinoa,542,7641,2017-02-08,1,9,824,46448
0,Integration of temporal and spatial patterning generates neural diversity,541,7637,2017-01-11,1,6,78,6219
0,Rational design of reconfigurable prismatic architected materials,541,7637,2017-01-18,0,4,65,7205
0,Piezo2 senses airway stretch and mediates lung inflation induced apnoea,541,7636,2016-12-21,2,6,110,25100
0,Integrated genomic characterization of oesophageal carcinoma,541,7636,2017-01-04,2,2,226,83306
0,Cryo EM structure of the open high conductance Ca2  activated K  channel,541,7635,2016-12-14,3,8,74,6455
